t,x,y,z,q0,q1,q2,q3
-0.15,-0.80468,1.71903,0,0,0,0.04135,0.99914
-0.119,-0.80468,1.71903,0,0,0,0.04135,0.99914
-0.019,-0.17169,1.75591,0,0,0,0.00683,0.99998
0.081,0.44224,1.75137,0,0,0,-0.04029,0.99919
0.181,1.05063,1.69621,0,0,0,-0.06018,0.99819
0.281,1.66231,1.61005,0,0,0,-0.08996,0.99595
0.381,2.27341,1.4878,0,0,0,-0.12477,0.99219
0.481,2.88418,1.33234,0,0,0,-0.12409,0.99227
0.581,3.50122,1.1703,0,0,0,-0.1339,0.991
0.681,4.12364,0.99118,0,0,0,-0.13926,0.99026
0.781,4.75635,0.80915,0,0,0,-0.14087,0.99003
0.881,5.39611,0.61611,0,0,0,-0.1467,0.98918
0.981,6.04915,0.42174,0,0,0,-0.14322,0.98969
1.081,6.71142,0.23111,0,0,0,-0.14783,0.98901
1.181,7.38505,0.03058,0,0,0,-0.14244,0.9898
1.281,8.07305,-0.16258,0,0,0,-0.13583,0.99073
1.37,8.89085,-0.38704,0,0,0,-0.1246,0.99221
1.481,9.52412,-0.55545,0,0,0,-0.12319,0.99238
1.581,10.09943,-0.69857,0,0,0,-0.1179,0.99303
1.681,10.99865,-0.89535,0,0,0,-0.1098,0.99395
1.781,11.7575,-1.05086,0,0,0,-0.0871,0.9962
1.881,12.53438,-1.18814,0,0,0,-0.08217,0.99662
1.971,13.43248,-1.3324,0,0,0,-0.07497,0.99719
2.07,14.23425,-1.44771,0,0,0,-0.07124,0.99746
2.173,15.08376,-1.55749,0,0,0,-0.05363,0.99856
2.271,15.90752,-1.63041,0,0,0,-0.04576,0.99895
2.37,16.75271,-1.70308,0,0,0,-0.03507,0.99938
2.47,17.62046,-1.74918,0,0,0,-0.01704,0.99985
2.57,18.50454,-1.76925,0,0,0,-0.01081,0.99994
2.681,19.10443,-1.77437,0,0,0,0.00455,0.99999
2.77,20.30765,-1.74787,0,0,0,0.02564,0.99967
2.881,20.72824,-1.72774,0,0,0,0.02052,0.99979
2.981,21.83822,-1.6753,0,0,0,0.03064,0.99953
3.071,23.10294,-1.58597,0,0,0,0.04677,0.99891
3.171,24.05137,-1.48491,0,0,0,0.06293,0.99802
3.271,25.00766,-1.35596,0,0,0,0.06889,0.99762
3.373,25.99343,-1.2073,0,0,0,0.08469,0.99641
3.481,26.45967,-1.129,0,0,0,0.07977,0.99681
3.571,27.92756,-0.83584,0,0,0,0.10196,0.99479
3.674,28.95004,-0.62298,0,0,0,0.11218,0.99369
3.774,29.94765,-0.39022,0,0,0,0.1233,0.99237
3.88,31.0177,-0.13182,0,0,0,0.11571,0.99328
3.98,32.03867,0.12023,0,0,0,0.10901,0.99404
4.08,33.07972,0.31495,0,0,0,0.07597,0.99711
4.181,33.67298,0.40742,0,0,0,0.07757,0.99699
4.28,35.14793,0.56884,0,0,0,0.0236,0.99972
4.38,36.16394,0.6011,0,0,0,0.00284,1
4.481,36.737,0.60089,0,0,0,-0.00986,0.99995
4.581,37.72387,0.56665,0,0,0,-0.02511,0.99968
4.681,38.72297,0.50566,0,0,0,-0.04359,0.99905
4.781,39.6989,0.41799,0,0,0,-0.045,0.99899
4.881,40.66455,0.30962,0,0,0,-0.07088,0.99748
4.981,41.6721,0.17206,0,0,0,-0.07134,0.99745
5.081,42.66389,0.03055,0,0,0,-0.07025,0.99753
5.181,43.66694,-0.11114,0,0,0,-0.07388,0.99727
5.281,44.65421,-0.26316,0,0,0,-0.07235,0.99738
5.381,45.67253,-0.41202,0,0,0,-0.07121,0.99746
5.481,46.72116,-0.5609,0,0,0,-0.07115,0.99747
5.581,47.75936,-0.70278,0,0,0,-0.07837,0.99692
5.681,48.79502,-0.84966,0,0,0,-0.07261,0.99736
5.781,49.85084,-0.98864,0,0,0,-0.06318,0.998
5.881,50.91725,-1.11378,0,0,0,-0.05668,0.99839
5.981,52.00306,-1.23959,0,0,0,-0.04909,0.99879
6.081,53.17939,-1.35371,0,0,0,-0.05324,0.99858
6.181,54.29312,-1.45061,0,0,0,-0.04208,0.99911
6.281,55.44217,-1.53113,0,0,0,-0.03174,0.9995
6.381,56.58068,-1.59692,0,0,0,-0.0193,0.99981
6.481,57.71777,-1.63463,0,0,0,-0.00235,1
6.581,58.86557,-1.65652,0,0,0,-0.01351,0.99991
6.681,60.02246,-1.65919,0,0,0,0.0088,0.99996
6.781,61.19138,-1.62882,0,0,0,0.02312,0.99973
6.881,62.36775,-1.56413,0,0,0,0.02393,0.99971
6.981,63.55218,-1.47546,0,0,0,0.039,0.99924
7.081,64.74244,-1.35365,0,0,0,0.05931,0.99824
7.181,65.93272,-1.20336,0,0,0,0.06662,0.99778
7.281,67.11302,-1.02339,0,0,0,0.07225,0.99739
7.381,68.29813,-0.84651,0,0,0,0.07425,0.99724
7.481,69.46293,-0.65943,0,0,0,0.08561,0.99633
7.581,70.61144,-0.46826,0,0,0,0.076,0.99711
7.681,71.75118,-0.2882,0,0,0,0.06536,0.99786
7.781,72.88745,-0.15828,0,0,0,0.04986,0.99876
7.881,74.02002,-0.04696,0,0,0,0.04212,0.99911
7.981,75.15043,0.03604,0,0,0,0.02384,0.99972
8.081,76.27983,0.09569,0,0,0,0.02562,0.99967
8.181,77.40895,0.13972,0,0,0,0.01463,0.99989
8.281,78.54175,0.15698,0,0,0,0.00325,0.99999
8.381,79.6808,0.15027,0,0,0,-0.01031,0.99995
8.481,80.82528,0.1107,0,0,0,-0.01773,0.99984
8.581,81.96712,0.0587,0,0,0,-0.02959,0.99956
8.681,83.10451,-0.00707,0,0,0,-0.03461,0.9994
8.781,84.24565,-0.08619,0,0,0,-0.03663,0.99933
8.881,85.38669,-0.16489,0,0,0,-0.03167,0.9995
8.981,86.53747,-0.23396,0,0,0,-0.03681,0.99932
9.081,87.69325,-0.30665,0,0,0,-0.03008,0.99955
9.181,88.85514,-0.36574,0,0,0,-0.02189,0.99976
9.281,90.02745,-0.40976,0,0,0,-0.01454,0.99989
9.381,91.20678,-0.43509,0,0,0,-0.00555,0.99998
9.481,92.38313,-0.42417,0,0,0,0.03121,0.99951
9.581,93.53813,-0.35341,0,0,0,0.02567,0.99967
9.681,94.64344,-0.26159,0,0,0,0.06019,0.99819
9.781,95.69169,-0.10666,0,0,0,0.10449,0.99453
9.881,96.65142,0.14781,0,0,0,0.16567,0.98618
9.981,97.52217,0.49996,0,0,0,0.23937,0.97093
10.081,98.19657,0.90231,0,0,0,0.31185,0.95013
10.181,98.89806,1.49844,0,0,0,0.44242,0.89681
10.281,99.24396,2.05499,0,0,0,0.47762,0.87856
10.381,99.62578,2.68979,0,0,0,0.53946,0.84201
10.481,99.97159,3.45664,0,0,0,0.56538,0.82483
10.581,100.22106,4.22773,0,0,0,0.59989,0.80008
10.681,100.43444,4.99071,0,0,0,0.60471,0.79644
10.781,100.63796,5.73694,0,0,0,0.61023,0.79222
10.881,100.83593,6.47411,0,0,0,0.60607,0.79541
10.981,101.03198,7.20696,0,0,0,0.60724,0.79452
11.081,101.22689,7.93872,0,0,0,0.61336,0.78981
11.181,101.41234,8.66951,0,0,0,0.61221,0.79069
11.281,101.61086,9.40015,0,0,0,0.60802,0.79392
11.381,101.8044,10.13496,0,0,0,0.60676,0.79488
11.481,101.99663,10.87635,0,0,0,0.61599,0.78776
11.581,102.1865,11.62397,0,0,0,0.61507,0.78847
11.681,102.36134,12.38653,0,0,0,0.62518,0.78048
11.781,102.51578,13.15668,0,0,0,0.63611,0.7716
11.881,102.65718,13.93568,0,0,0,0.64474,0.7644
11.981,102.79691,14.72004,0,0,0,0.64952,0.76035
12.081,102.92499,15.51434,0,0,0,0.64833,0.76136
12.181,103.03898,16.31764,0,0,0,0.65612,0.75466
12.281,103.14185,17.13178,0,0,0,0.66913,0.74315
12.381,103.21792,17.9604,0,0,0,0.67669,0.73627
12.481,103.27774,18.79954,0,0,0,0.68535,0.72821
12.581,103.31789,19.65073,0,0,0,0.69855,0.71556
12.681,103.32273,20.51498,0,0,0,0.70965,0.70455
12.781,103.30593,21.3923,0,0,0,0.7219,0.692
12.881,103.25427,22.28209,0,0,0,0.7298,0.68366
12.981,103.1866,23.20947,0,0,0,0.74011,0.67249
13.081,103.09275,24.12028,0,0,0,0.74502,0.66704
13.181,102.9782,25.06123,0,0,0,0.76298,0.64642
13.281,102.86061,25.79714,0,0,0,0.75841,0.65177
13.381,102.70947,26.72975,0,0,0,0.76475,0.64433
13.47,102.48351,28.01485,0,0,0,0.76705,0.64158
13.581,102.36819,28.66869,0,0,0,0.76489,0.64416
13.681,102.19853,29.64673,0,0,0,0.76174,0.64789
13.77,102.0128,31.00542,0,0,0,0.74465,0.66746
13.881,101.93306,31.69916,0,0,0,0.74368,0.66854
13.97,101.82644,33.10492,0,0,0,0.72213,0.69176
14.081,101.80513,33.53491,0,0,0,0.72636,0.68731
14.181,101.78447,34.91364,0,0,0,0.69764,0.71645
14.271,101.83894,36.42834,0,0,0,0.68375,0.72971
14.381,101.86977,36.88243,0,0,0,0.67753,0.73549
14.481,102.0173,38.33998,0,0,0,0.66022,0.75107
14.57,102.2244,39.87835,0,0,0,0.64512,0.76408
