t,x,y,z,q0,q1,q2,q3
10.329,100.67084,11.45561,0,0,0,0.66477,0.74705
10.419,100.78532,12.37924,0,0,0,0.6623,0.74923
10.529,100.83025,12.73419,0,0,0,0.65739,0.75355
10.629,100.93571,13.50607,0,0,0,0.65467,0.75592
10.729,101.04128,14.20325,0,0,0,0.6475,0.76207
10.829,101.2005,15.13875,0,0,0,0.6427,0.76612
10.923,101.34571,15.89737,0,0,0,0.6398,0.76854
11.029,101.42639,16.32554,0,0,0,0.63617,0.77155
11.129,101.60393,17.29193,0,0,0,0.64162,0.76702
11.223,101.74123,18.08072,0,0,0,0.64556,0.76371
11.329,101.80267,18.45766,0,0,0,0.65361,0.75683
11.429,101.92232,19.31083,0,0,0,0.6647,0.74711
11.529,102.01679,20.06985,0,0,0,0.66338,0.74828
11.629,102.10947,20.85508,0,0,0,0.66309,0.74854
11.729,102.19689,21.65299,0,0,0,0.6695,0.74281
11.829,102.27405,22.46173,0,0,0,0.6706,0.74182
11.927,102.38461,23.65006,0,0,0,0.6749,0.73791
12.029,102.42499,24.08735,0,0,0,0.6706,0.74182
12.129,102.55001,25.24781,0,0,0,0.66715,0.74492
12.229,102.60668,25.83372,0,0,0,0.67408,0.73865
12.329,102.67951,26.70671,0,0,0,0.67422,0.73853
12.429,102.76543,27.59734,0,0,0,0.67302,0.73963
12.529,102.86793,28.7705,0,0,0,0.67906,0.73408
12.629,102.92049,29.41518,0,0,0,0.67468,0.73811
12.729,103.0221,30.59867,0,0,0,0.67916,0.73399
12.829,103.08463,31.25642,0,0,0,0.6786,0.73451
12.929,103.16475,32.19414,0,0,0,0.66054,0.75079
13.029,103.26196,33.14624,0,0,0,0.6809,0.73238
13.129,103.34612,34.1108,0,0,0,0.67982,0.73338
13.229,103.40236,35.09058,0,0,0,0.70078,0.71337
13.329,103.39675,36.09403,0,0,0,0.72056,0.69339
13.429,103.33473,37.11052,0,0,0,0.74433,0.66781
13.529,103.20317,38.14837,0,0,0,0.76296,0.64644
13.629,103.02436,39.19955,0,0,0,0.76743,0.64114
13.729,102.83164,40.23985,0,0,0,0.77061,0.63731
13.829,102.53579,41.56635,0,0,0,0.79062,0.6123
13.929,102.34829,42.35603,0,0,0,0.7786,0.62752
14.029,102.1356,43.42543,0,0,0,0.76942,0.63875
14.129,101.94509,44.51302,0,0,0,0.76097,0.64878
14.229,101.73989,45.8907,0,0,0,0.75177,0.65943
14.329,101.64985,46.73137,0,0,0,0.74322,0.66905
14.418,101.51713,48.15106,0,0,0,0.72974,0.68373
14.529,101.46791,49.23787,0,0,0,0.71166,0.70252
14.629,101.44811,50.33535,0,0,0,0.71538,0.69874
14.729,101.43683,51.42901,0,0,0,0.71027,0.70393
14.829,101.42446,52.25633,0,0,0,0.71387,0.70028
14.929,101.39981,53.33767,0,0,0,0.72054,0.69342
15.029,101.34398,54.42348,0,0,0,0.72843,0.68512
15.129,101.28135,55.50729,0,0,0,0.7366,0.67633
15.229,101.13751,56.85272,0,0,0,0.74978,0.66168
15.318,100.99797,57.92669,0,0,0,0.75784,0.65244
15.429,100.86641,58.69822,0,0,0,0.77314,0.63424
15.529,100.64427,59.74434,0,0,0,0.78453,0.62009
15.629,100.39177,60.71477,0,0,0,0.80062,0.59917
15.729,100.10245,61.5939,0,0,0,0.84025,0.54221
15.829,99.72433,62.25648,0,0,0,0.90955,0.4156
15.929,99.2109,62.72316,0,0,0,0.95991,0.28032
16.029,98.60029,63.09007,0,0,0,0.96138,0.27521
16.129,97.98103,63.4483,0,0,0,0.9768,0.21416
16.229,97.20069,63.75284,0,0,0,0.99057,0.13701
16.329,96.66257,63.88721,0,0,0,0.9944,0.10565
16.429,95.9981,64.02316,0,0,0,0.99648,0.08382
16.529,95.3429,64.13632,0,0,0,0.99657,0.08277
16.629,94.70296,64.24195,0,0,0,0.99654,0.0831
16.729,94.07174,64.3488,0,0,0,0.99736,0.07264
16.829,93.44391,64.44449,0,0,0,0.99709,0.07623
16.929,92.81352,64.54516,0,0,0,0.99716,0.07531
17.029,92.07055,64.65951,0,0,0,0.99753,0.07026
17.129,91.55126,64.73914,0,0,0,0.99654,0.08317
17.229,90.79992,64.86017,0,0,0,0.99662,0.08211
17.329,90.27148,64.93576,0,0,0,0.99804,0.06253
17.429,89.62094,65.01887,0,0,0,0.99825,0.0591
17.529,88.83968,65.08949,0,0,0,0.99973,0.02317
17.629,88.16401,65.11165,0,0,0,0.99998,0.00551
17.729,87.60235,65.10736,0,0,0,-0.99932,0.03699
17.829,86.91247,65.03328,0,0,0,-0.9956,0.09368
17.929,86.2289,64.87378,0,0,0,-0.9899,0.14176
18.029,85.56387,64.63734,0,0,0,-0.97668,0.2147
18.129,84.9395,64.31649,0,0,0,-0.96183,0.27364
18.23,84.37089,63.91069,0,0,0,-0.94024,0.34051
18.329,83.78675,63.35129,0,0,0,-0.90823,0.41846
18.429,83.36832,62.81399,0,0,0,-0.87989,0.47517
18.529,83.06405,62.33195,0,0,0,-0.86085,0.50885
18.629,82.75922,61.73609,0,0,0,-0.84147,0.54031
18.729,82.46242,61.02472,0,0,0,-0.81981,0.57263
18.829,82.27631,60.47723,0,0,0,-0.80722,0.59026
18.929,82.07632,59.83346,0,0,0,-0.80413,0.59445
19.029,81.87282,59.16444,0,0,0,-0.8017,0.59773
19.129,81.66907,58.50797,0,0,0,-0.80527,0.5929
19.229,81.44757,57.84903,0,0,0,-0.81382,0.58111
19.329,81.18645,57.10969,0,0,0,-0.82735,0.56169
19.429,80.9518,56.52063,0,0,0,-0.83307,0.55317
19.529,80.67313,55.85683,0,0,0,-0.83656,0.54787
19.629,80.33564,55.1252,0,0,0,-0.8474,0.53095
19.729,80.04759,54.52956,0,0,0,-0.84914,0.52817
19.829,79.71847,53.86037,0,0,0,-0.84931,0.5279
19.929,79.34573,53.11312,0,0,0,-0.84706,0.5315
20.029,79.03771,52.4919,0,0,0,-0.84794,0.5301
20.129,78.66469,51.72345,0,0,0,-0.83631,0.54826
20.229,78.3927,51.04812,0,0,0,-0.81637,0.57752
20.329,78.14509,50.27872,0,0,0,-0.80406,0.59454
20.429,77.923,49.47943,0,0,0,-0.78951,0.61373
20.529,77.73183,48.67794,0,0,0,-0.77651,0.6301
20.629,77.54994,47.81913,0,0,0,-0.77725,0.62919
20.729,77.39731,47.0405,0,0,0,-0.77143,0.63632
20.829,77.24811,46.20371,0,0,0,-0.75263,0.65844
20.929,77.13409,45.34707,0,0,0,-0.74727,0.66452
21.029,77.04507,44.4911,0,0,0,-0.72766,0.68593
21.129,77.00732,43.60376,0,0,0,-0.70956,0.70464
21.229,77.00803,42.75892,0,0,0,-0.7034,0.71079
21.329,77.04443,41.89143,0,0,0,-0.67988,0.73332
21.429,77.12146,41.02888,0,0,0,-0.65949,0.75171
21.529,77.19778,40.46286,0,0,0,-0.65359,0.75685
21.629,77.36354,39.37662,0,0,0,-0.64709,0.76242
21.729,77.46611,38.59252,0,0,0,-0.67552,0.73734
21.829,77.52544,37.80092,0,0,0,-0.68855,0.72519
21.929,77.54866,37.02668,0,0,0,-0.70047,0.71368
22.029,77.5551,36.23039,0,0,0,-0.70607,0.70815
22.129,77.55243,35.71292,0,0,0,-0.71348,0.70068
22.229,77.52027,34.65693,0,0,0,-0.71026,0.70394
22.329,77.51422,34.13232,0,0,0,-0.71251,0.70166
22.419,77.48268,33.03812,0,0,0,-0.71225,0.70193
22.519,77.45549,32.22323,0,0,0,-0.72302,0.69082
22.629,77.43117,31.69919,0,0,0,-0.72409,0.68971
22.729,77.40057,30.86927,0,0,0,-0.71972,0.69427
22.829,77.36448,29.83858,0,0,0,-0.69316,0.72078
22.929,77.42916,29.38379,0,0,0,-0.63894,0.76926
23.029,77.59708,28.69936,0,0,0,-0.57748,0.81641
23.129,77.96963,27.8341,0,0,0,-0.50672,0.86211
23.229,78.21473,27.43532,0,0,0,-0.47512,0.87992
23.329,78.55678,26.87917,0,0,0,-0.4943,0.86929
23.429,78.9683,26.14951,0,0,0,-0.54237,0.84014
23.529,79.14674,25.74815,0,0,0,-0.56387,0.82587
23.624,79.42751,24.92218,0,0,0,-0.60516,0.79611
23.724,79.5679,24.31164,0,0,0,-0.63855,0.76958
23.824,79.65696,23.69956,0,0,0,-0.67443,0.73834
23.929,79.68692,23.33773,0,0,0,-0.68552,0.72806
24.029,79.70124,22.72773,0,0,0,-0.71678,0.6973
24.125,79.64076,21.87284,0,0,0,-0.75755,0.65277
24.229,79.58235,21.51996,0,0,0,-0.77457,0.63249
24.329,79.37873,20.75135,0,0,0,-0.81914,0.57359
24.429,79.14435,20.20176,0,0,0,-0.85695,0.5154
24.527,78.81181,19.63316,0,0,0,-0.89036,0.45526
24.629,78.61352,19.36923,0,0,0,-0.90566,0.42401
24.729,78.22533,18.93018,0,0,0,-0.92489,0.38024
24.829,77.78845,18.53935,0,0,0,-0.94638,0.32306
24.929,77.31824,18.19587,0,0,0,-0.95628,0.29246
25.029,76.82245,17.88501,0,0,0,-0.96982,0.24384
25.129,76.29688,17.61984,0,0,0,-0.97995,0.19924
25.229,75.77448,17.40786,0,0,0,-0.98582,0.16782
25.329,75.22285,17.2393,0,0,0,-0.99383,0.11091
25.429,74.45858,17.11333,0,0,0,-0.99941,0.03434
25.529,73.88327,17.0944,0,0,0,0.99994,0.0108
25.629,73.48358,17.1158,0,0,0,0.99873,0.05038
25.729,72.90871,17.19521,0,0,0,0.99572,0.09238
25.829,72.34619,17.32957,0,0,0,0.98694,0.16112
25.929,71.83071,17.52337,0,0,0,0.97637,0.21609
26.029,71.33604,17.77874,0,0,0,0.96197,0.27315
26.129,70.8748,18.09473,0,0,0,0.94701,0.32119
26.229,70.4576,18.46085,0,0,0,0.91812,0.3963
26.329,70.10179,18.88392,0,0,0,0.88872,0.45845
26.429,69.80709,19.33106,0,0,0,0.86261,0.50588
26.529,69.5701,19.80649,0,0,0,0.82846,0.56004
26.629,69.38976,20.30221,0,0,0,0.80487,0.59344
26.729,69.22903,20.94452,0,0,0,0.76789,0.64058
26.829,69.14748,21.48918,0,0,0,0.74972,0.66175
26.929,69.08693,21.91959,0,0,0,0.74492,0.66715
27.029,69.02502,22.47426,0,0,0,0.74478,0.66731
27.119,68.95337,23.16677,0,0,0,0.75004,0.6614
27.229,68.89316,23.62509,0,0,0,0.7528,0.65824
27.329,68.81485,24.20485,0,0,0,0.75479,0.65597
27.429,68.72423,24.78591,0,0,0,0.77387,0.63334
27.529,68.58335,25.47414,0,0,0,0.7844,0.62025
27.629,68.46566,25.97105,0,0,0,0.78862,0.61488
27.729,68.27988,26.66649,0,0,0,0.79783,0.60288
27.829,68.121,27.17989,0,0,0,0.81262,0.58279
