t,x,y,z,q0,q1,q2,q3
4.496,2e-05,3.0,0.0,0.0,0.0,0.00745,0.99997
4.596,6e-05,3.0,0.0,0.0,0.0,0.00759,0.99997
4.6,2e-05,3.0,0.0,0.0,0.0,0.00745,0.99997
4.65,6e-05,3.0,0.0,0.0,0.0,0.00759,0.99997
4.7,8e-05,3.0,0.0,0.0,0.0,-0.00138,1.0
4.8,0.00013,3.0,0.0,0.0,0.0,0.00806,0.99997
4.9,0.00018,3.0,0.0,0.0,0.0,0.00407,0.99999
5.0,0.00023,3.0,0.0,0.0,0.0,-0.00595,0.99998
5.1,0.0003,3.0,0.0,0.0,0.0,-0.0041,0.99999
5.2,0.00034,3.0,0.0,0.0,0.0,0.00259,1.0
5.3,0.00039,3.0,0.0,0.0,0.0,0.00186,1.0
5.4,0.00044,3.0,0.0,0.0,0.0,-0.00403,0.99999
5.5,0.00048,3.0,0.0,0.0,0.0,-0.00876,0.99996
5.6,0.00052,3.0,0.0,0.0,0.0,-0.00905,0.99996
5.7,0.00311,2.99998,0.0,0.0,0.0,-0.00641,0.99998
5.8,0.00875,2.99994,0.0,0.0,0.0,-0.0049,0.99999
5.9,0.02003,3.00002,0.0,0.0,0.0,0.00878,0.99996
6.0,0.03668,3.00014,0.0,0.0,0.0,-0.00625,0.99998
6.1,0.0686,2.99984,0.0,0.0,0.0,0.00018,1.0
6.2,0.09458,2.99952,0.0,0.0,0.0,0.00195,1.0
6.3,0.13785,2.999,0.0,0.0,0.0,-0.00724,0.99997
6.4,0.19315,2.99792,0.0,0.0,0.0,-0.0128,0.99992
6.5,0.25818,2.99656,0.0,0.0,0.0,-0.01476,0.99989
6.6,0.35076,2.99257,0.0,0.0,0.0,-0.03122,0.99951
6.7,0.44027,2.9876,0.0,0.0,0.0,-0.02698,0.99964
6.8,0.54044,2.9813,0.0,0.0,0.0,-0.04318,0.99907
6.9,0.65031,2.97247,0.0,0.0,0.0,-0.04341,0.99906
7.0,0.77199,2.96257,0.0,0.0,0.0,-0.0443,0.99902
7.1,0.90597,2.94898,0.0,0.0,0.0,-0.05251,0.99862
7.2,1.05196,2.93207,0.0,0.0,0.0,-0.06605,0.99782
7.3,1.20869,2.91213,0.0,0.0,0.0,-0.06781,0.9977
7.4,1.37509,2.88878,0.0,0.0,0.0,-0.06824,0.99767
7.5,1.55387,2.86123,0.0,0.0,0.0,-0.07745,0.997
7.6,1.74298,2.82861,0.0,0.0,0.0,-0.0864,0.99626
7.7,1.94185,2.79195,0.0,0.0,0.0,-0.0937,0.9956
7.8,2.15171,2.74874,0.0,0.0,0.0,-0.11276,0.99362
7.9,2.37408,2.70204,0.0,0.0,0.0,-0.09656,0.99533
8.0,2.60277,2.65138,0.0,0.0,0.0,-0.1123,0.99367
8.1,2.84477,2.59474,0.0,0.0,0.0,-0.12506,0.99215
8.2,3.09648,2.53355,0.0,0.0,0.0,-0.11195,0.99371
8.3,3.35938,2.47048,0.0,0.0,0.0,-0.12122,0.99263
