t,x,y,z,q0,q1,q2,q3
-0.035,0,1,0,0,0,0,1
0.065,1,1,0,0,0,0,1
0.165,2,1,0,0,0,0,1
0.265,3,1,0,0,0,0,1
0.365,4,1,0,0,0,0,1
0.465,5,1,0,0,0,0,1
0.565,6,1,0,0,0,0,1
0.665,7,1,0,0,0,0,1
0.765,8,1,0,0,0,0,1
0.865,9,1,0,0,0,0,1
0.965,10,1,0,0,0,0,1
1.065,11,1,0,0,0,0,1
1.165,12.82616,0.94207,0,0,0,-0.04176,0.99913
1.265,13.67801,0.876770000000001,0,0,0,-0.03988,0.9992
1.365,14.54353,0.82788,0,0,0,-0.02164,0.99977
1.465,15.12937,0.799910000000001,0,0,0,-0.02832,0.9996
1.565,16.01899,0.76375,0,0,0,-0.01107,0.99994
1.665,16.93146,0.73694,0,0,0,-0.01848,0.99983
1.765,18.15413,0.7036,0,0,0,-0.00644,0.99998
1.865,18.77143,0.69991,0,0,0,-0.00164,1
1.965,19.72536,0.70115,0,0,0,0.00156,1
2.065,20.99097,0.71626,0,0,0,0.01159,0.99993
2.165,21.64225,0.74437,0,0,0,0.02275,0.99974
2.265,22.63183,0.79499,0,0,0,0.02028,0.99979
2.365,23.61378,0.84808,0,0,0,0.03109,0.99952
2.465,24.61661,0.93002,0,0,0,0.03562,0.99937
2.565,25.62998,1.01944,0,0,0,0.05549,0.99846
2.665,27.00133,1.17473,0,0,0,0.05719,0.99836
2.765,28.02882,1.29421,0,0,0,0.06528,0.99787
2.865,28.75131,1.38706,0,0,0,0.06192,0.99808
2.965,29.80705,1.52257,0,0,0,0.07014,0.99754
3.065,30.87153,1.66308,0,0,0,0.06824,0.99767
3.165,31.94659,1.80022,0,0,0,0.06329,0.998
3.265,33.02962,1.94035,0,0,0,0.06409,0.99794
3.365,34.12464,2.07508,0,0,0,0.05272,0.99861
3.465,35.2324,2.17744,0,0,0,0.04075,0.99917
3.565,36.35467,2.25709,0,0,0,0.02646,0.99965
3.665,37.50132,2.2989,0,0,0,0.01243,0.99992
3.765,38.66765,2.3149,0,0,0,0.0168,0.99986
3.865,39.82178,2.33255,0,0,0,-0.00708,0.99997
3.965,40.99781,2.31334,0,0,0,-0.015,0.99989
4.065,42.17314,2.27615,0,0,0,-0.02237,0.99975
4.165,43.67887,2.1879,0,0,0,-0.03156,0.9995
4.265,44.55097,2.11977,0,0,0,-0.03881,0.99925
4.365,45.75756,2.0216,0,0,0,-0.04007,0.9992
4.465,46.97334,1.91856,0,0,0,-0.05331,0.99858
4.565,48.19879,1.7987,0,0,0,-0.05506,0.99848
